"regional";"municipio";"prestador_matricula";"prestador_nome";"ramo";"referencia";"remessa";"situacao";"valor_pagar";"observacoes"
UBERLANDIA;UBERLANDIA;4049362;CENTRO ODONTOLOGICO ROBERTA BORGES LTDA;CONSULTODON;"2024-11-01";2003240007;EMREVISAO;0.00;
BRASILIA DE MINAS;JANUARIA;3827057;CLINICA MEDICA OLIVEIRA E TEIXEIRA LTDA;CLIN;"2022-12-01";2002568745;PAGPROC;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003313929;PAGPROC;60903.99;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-11-01";2003346459;LIBPAGTO;144.79;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003410952;EMREVISAO;301.86;
BELO HORIZONTE;BELO HORIZONTE;3639093;CAPTAMED CUIDADOS CONTINUADOS LTDA;ATENDOM;"2024-08-01";2003243454;PAGPROC;2065.28;
PONTE NOVA;RAUL SOARES;3916368;TASSIA SILVEIRA TORRESIA MACHADO;CLIN;"2025-10-01";2003338234;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;48036;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;HOSP;"2025-12-01";2003373443;EMREVISAO;175533.29;
BELO HORIZONTE;BELO HORIZONTE;4080212;MULTICLINICA LTDA;CLIN;"2024-01-01";2002883280;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-12-01";2003383725;EMREVISAO;11114.47;
DIVINOPOLIS;DIVINOPOLIS;4157003;CENTRO DE REABILITACAO INTEGRADA LTDA;CLIN;"2024-09-01";2003121933;EMREVISAO;0.00;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2024-03-01";2002941680;EMREVISAO;0.00;
SETE LAGOAS;PARAOPEBA;4192133;ODONTO FRANCA LTDA;CONSULTODON;"2024-12-01";2003203654;EMREVISAO;0.00;
ITAUNA;ITAUNA;3406682;ERGOFISIO FISIOTERAPIA E ERGONOMIA LTDA;CLIN;"2025-10-01";2003404832;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003409423;EMREVISAO;7362.03;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003352710;PAGPROC;6492.08;
JUIZ DE FORA;JUIZ DE FORA;3756501;INSTITUTO DE SAUDE HSVP;HOSP;"2025-12-01";2003396634;PAGPROC;64.40;
ITABIRA;ITABIRA;48909;IRMANDADE NOSSA SENHORA DAS DORES;HOSP;"2024-11-01";2003144513;EMREVISAO;0.00;
ITABIRA;ITABIRA;48909;IRMANDADE NOSSA SENHORA DAS DORES;HOSP;"2025-09-01";2003315488;EMREVISAO;0.00;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2025-12-01";2003422988;PAGPROC;85.67;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-08-01";2003318832;LIBPAGTO;412.45;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2022-12-01";2002599623;LIBPAGTO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2023-05-01";2002749810;PAGPROC;186.00;
PONTE NOVA;RAUL SOARES;48239;HOSPITAL SAO SEBASTIAO DE RAUL SOARES;HOSP;"2025-12-01";2003398981;EMREVISAO;118.15;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-12-01";2003351607;LIBPAGTO;8040.16;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2022-11-01";2002569992;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-12-01";2003353058;EMREVISAO;5802.50;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003399130;PAGPROC;520.40;
MANHUACU;MANHUACU;2733264;HOSPITAL CESAR LEITE;HOSP;"2025-07-01";2003312008;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003297833;EMREVISAO;5458.53;
MONTES CLAROS;GRAO MOGOL;3728696;INSTITUTO MARQUES ROCHA LTDA;LABO;"2025-06-01";2003289373;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;4186583;DENTAL DESIGN LTDA;CLINODON;"2024-12-01";2003203576;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3772241;ALIVARE ODONTOLOGIA DE URGENCIA LTDA;CLINODON;"2025-11-01";2003354393;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2022-12-01";2002599633;LIBPAGTO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423746;PAGPROC;1149.63;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397734;PAGPROC;7845.03;
PEDRO LEOPOLDO;SANTA LUZIA;4415098;NUCLEO DE SAUDE MINAS GERAIS LTDA;CLIN;"2025-10-01";2003327564;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-10-01";2003137120;LIBPAGTO;296.95;
PATOS DE MINAS;PATOS DE MINAS;4148759;HOSPITAL DE OLHOS DO ALTO PARANAIBA LTDA;HOSPD;"2025-03-01";2003242312;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-11-01";2003402949;PAGPROC;3582.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003404213;EMREVISAO;39771.66;
DIVINOPOLIS;DIVINOPOLIS;4029789;GRUPO MEDICO DE SERVICOS ESPECIALIZADOS S/S;CLIN;"2025-03-01";2003240451;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003422859;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-04-01";2003239412;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2024-03-01";2002933617;PAGPROC;12455.83;
ITABIRA;GUANHAES;48314;ASSOCIACAO DE CARIDADE NOSSA SENHORA DO CARMO;HOSP;"2025-04-01";2003261717;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003434450;PAGPROC;3447.22;
PASSOS;PIUMHI;3331036;SANTA CASA DE MISERICORDIA DE PIUMHI;HOSP;"2025-06-01";2003316302;EMREVISAO;1486.23;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003422316;PAGPROC;36.90;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003426968;PAGPROC;9458.40;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-10-01";2003375065;EMREVISAO;1212.52;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2024-02-01";2002883028;EMREVISAO;5799.49;
OLIVEIRA;PIMENTA;3818597;REZENDE E MOTA LTDA;LABO;"2024-12-01";2003198030;EMREVISAO;0.00;
PATOS DE MINAS;VAZANTE;2630571;ALVES E ASSIS LTDA;LABO;"2024-04-01";2002964071;LIBPAGTO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397386;EMREVISAO;4800.12;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-10-01";2003335658;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-06-01";2003426509;PAGPROC;19664.99;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CLINODON;"2023-03-01";2002645203;LIBPAGTO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-12-01";2003367743;EMREVISAO;0.00;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-12-01";2003409600;LIBPAGTO;221.76;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-08-01";2003428091;PAGPROC;4356.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-10-01";2003138455;LIBPAGTO;474.40;
TEOFILO OTONI;TEOFILO OTONI;48929;ASSOCIACAO HOSPITALAR SANTA ROSALIA;HOSP;"2025-12-01";2003435234;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003409680;PAGPROC;1711.34;
VARGINHA;SAO LOURENCO;48837;LABORATORIO DE ANALISES CLINICAS REAL DIAGNOSTICO LTDA;LABO;"2025-01-01";2003202004;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397857;PAGPROC;260.90;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003414221;EMREVISAO;6248.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-10-01";2003355387;EMREVISAO;409.86;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2023-03-01";2002648899;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3772241;ALIVARE ODONTOLOGIA DE URGENCIA LTDA;CLINODON;"2023-06-01";2002740891;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-05-01";2003248281;EMREVISAO;0.00;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2024-07-01";2003420544;PAGPROC;903.74;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402333;EMREVISAO;13399.14;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-12-01";2003365463;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-11-01";2003343377;EMREVISAO;0.00;
UBERABA;SACRAMENTO;2629659;INSTITUTO DE ANALISE E PESQUISAS CLINICAS DE SACRAMENTO LTDA;LABO;"2024-11-01";2003129011;PAGPROC;2817.35;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003434297;PAGPROC;10780.52;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003400512;EMREVISAO;3832.00;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2024-04-01";2002964213;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-12-01";2003155237;LIBPAGTO;62.10;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2024-07-01";2003420570;PAGPROC;0.00;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2024-02-01";2002887511;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-10-01";2003332434;EMREVISAO;0.00;
GOVERNADOR VALADARES;GOVERNADOR VALADARES;3392942;HOSPITAL NOSSA SENHORA DAS GRACAS LTDA;HOSP;"2023-11-01";2002847103;EMREVISAO;50.40;
MONTES CLAROS;MONTES CLAROS;4041251;ORTO/RHINOS ORTOPEDIA E OTORRINOLARINGOLOGIA LTDA;CLIN;"2023-12-01";2002858820;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-11-01";2003435736;EMREVISAO;0.00;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-11-01";2003346449;LIBPAGTO;236.30;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003298323;EMREVISAO;3184.06;
PASSOS;PASSOS;3411714;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO;HOSP;"2024-01-01";2002856245;EMREVISAO;0.00;
POUSO ALEGRE;POUSO ALEGRE;4164133;OGHAM CLINICA ODONTOLOGICA LTDA;CLINODON;"2023-04-01";2002664658;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091310;EMREVISAO;562.71;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2024-03-01";2003005112;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002582075;PAGPROC;22402.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003422650;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;4143561;ALANE ODONTOLOGIA LTDA;CLINODON;"2025-10-01";2003344510;EMREVISAO;0.00;
ALMENARA;ARACUAI;3312537;LABEL - LABORATORIO DE ANALISES CLINICAS BETANIA LTDA;LABO;"2025-04-01";2003251639;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003345650;PAGPROC;27833.61;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-10-01";2003336166;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-12-01";2003154847;LIBPAGTO;1548.77;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2023-10-01";2003221361;PAGPROC;115.34;
TEOFILO OTONI;TEOFILO OTONI;48929;ASSOCIACAO HOSPITALAR SANTA ROSALIA;HOSP;"2025-12-01";2003427900;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003411555;EMREVISAO;88.00;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-12-01";2003360306;LIBPAGTO;176.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-08-01";2003310040;PAGPROC;13235.14;
ITABIRA;SABINOPOLIS;3441312;ASSOCIACAO DE CARIDADE HOSPITAL SAO SEBASTIAO;HOSP;"2025-02-01";2003237324;EMREVISAO;0.00;
POUSO ALEGRE;PARAISOPOLIS;3011117;HOSPITAL FREI CAETANO E MATERNIDADE SANTA TEREZA;HOSP;"2025-11-01";2003360895;PAGPROC;13.50;
ITAUNA;PARA DE MINAS;3350900;INSTITUTO DE OLHOS DE MINAS GERAIS LTDA;HOSPD;"2025-12-01";2003358604;PAGPROC;640.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2024-10-01";2003134896;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;48036;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;HOSP;"2025-12-01";2003380852;EMREVISAO;4471.16;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003409679;EMREVISAO;80.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2023-11-01";2003428007;PAGPROC;21427.76;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003405060;PAGPROC;137.22;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2022-12-01";2002620328;LIBPAGTO;450.80;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-06-01";2003270950;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-03-01";2002908449;PAGPROC;15553.04;
PATOS DE MINAS;PATOS DE MINAS;3739306;ACTUAL HOSPITAL LTDA;HOSP;"2025-11-01";2003357855;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;2744449;CLINICA RADIOLOGICA AMBULATORIAL REDIMASTO LTDA;CLIN;"2023-04-01";2002832574;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-01-01";2003200231;EMREVISAO;0.00;
UBERLANDIA;PATROCINIO;3311828;HOSPITAL MED CENTER LTDA;HOSP;"2025-11-01";2003384969;LIBPAGTO;606.13;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003342278;PAGPROC;5543.89;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-12-01";2003359275;LIBPAGTO;3103.47;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003347408;PAGPROC;14064.07;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-11-01";2003370960;EMREVISAO;137.60;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-05-01";2003428356;LIBPAGTO;62.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402322;EMREVISAO;25118.37;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003393842;PAGPROC;12295.10;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003423562;PAGPROC;54107.29;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2023-10-01";2003427969;PAGPROC;32655.26;
BELO HORIZONTE;BELO HORIZONTE;4080212;MULTICLINICA LTDA;CLIN;"2024-02-01";2002909180;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-07-01";2003279272;EMREVISAO;234.54;
UBERLANDIA;TUPACIGUARA;3987105;LABORATORIO SANTA ISABEL LTDA;LABO;"2023-09-01";2002789560;PAGPROC;2759.17;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003367704;EMREVISAO;0.00;
VARGINHA;TRES CORACOES;3109595;HEMOCELE LABORATORIO LTDA;LABO;"2022-03-01";2002433893;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-10-01";2003317531;EMREVISAO;85.56;
BELO HORIZONTE;BELO HORIZONTE;4129871;CONSULTORIO ODONTOLOGICO ORO FACIAL LTDA;CONSULTODON;"2023-10-01";2002808838;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3139615;AUDIOVOX SERVICOS FONOAUDIOLOGICOS LTDA;CLIN;"2025-07-01";2003295564;PAGPROC;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422934;PAGPROC;4447.72;
PEDRO LEOPOLDO;SANTA LUZIA;4134327;JM CONSULTORIO E DIAGNOSTICO LTDA;CLIN;"2025-07-01";2003300107;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-06-01";2003428887;PAGPROC;1952.65;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423577;PAGPROC;1151.33;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003296772;EMREVISAO;2270.62;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-06-01";2003288185;EMREVISAO;216.68;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-12-01";2003365421;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-04-01";2002962419;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-12-01";2003169233;EMREVISAO;0.00;
CONTAGEM;CONTAGEM;3743587;NUCLEO MEDICO E FISIOTERAPICO JARDIM ELDORADO LTDA;CLIN;"2025-09-01";2003330669;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-07-01";2003285679;EMREVISAO;3593.27;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003437021;PAGPROC;29712.62;
GOVERNADOR VALADARES;GOVERNADOR VALADARES;3392942;HOSPITAL NOSSA SENHORA DAS GRACAS LTDA;HOSP;"2023-11-01";2002846603;EMREVISAO;67.04;
CORONEL FABRICIANO;CARATINGA;4042749;SOCIEDADE MEDICA MEDICAR LTDA;CLIN;"2024-12-01";2003201631;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3513893;ANATOMIA PATOLOGICA HUGO SILVIANO BRANDAO LTDA;LABO;"2025-03-01";2003246938;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-06-01";2003276808;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-04-01";2002935907;EMREVISAO;11925.36;
PONTE NOVA;PONTE NOVA;4058053;AILO ODONTOLOGIA LTDA;CONSULTODON;"2023-02-01";2002624460;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-03-01";2003234525;PAGPROC;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002596136;PAGPROC;13981.36;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-09-01";2003403388;EMREVISAO;8421.15;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-09-01";2003307501;EMREVISAO;0.00;
POUSO ALEGRE;ITAJUBA;3137128;FUNDACAO DR SEBASTIAO PEREIRA RENNO;HOSP;"2025-06-01";2003285659;LIBPAGTO;128.02;
JUIZ DE FORA;SAO JOAO NEPOMUCENO;2845123;FISIOTERAPIA GARBOSA LTDA;CLIN;"2025-09-01";2003396025;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-11-01";2003145142;EMREVISAO;0.00;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-09-01";2003381321;EMREVISAO;193.46;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003411108;EMREVISAO;0.00;
SETE LAGOAS;ABAETE;4047082;CARLOS AMADOR ALVARES DA SILVA;CONSUMED;"2023-04-01";2002681286;PAGPROC;55.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-11-01";2003193278;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4171183;ELITA CAROLINE CIRURGIA DENTISTA LTDA;CONSULTODON;"2023-08-01";2002786147;PAGPROC;0.00;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-10-01";2003347023;PAGPROC;156.04;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003357044;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-12-01";2003416571;EMREVISAO;30953.08;
CORONEL FABRICIANO;IPATINGA;4111954;CLINICAS AME- ATENDIMENTO MEDICO ESPECIALIZADO LTDA;CLIN;"2024-08-01";2003093802;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-08-01";2003312688;EMREVISAO;0.00;
PONTE NOVA;VICOSA;48722;LABORATORIO DE ANALISES CLINICAS DE VICOSA LTDA;LABO;"2023-07-01";2002765750;PAGPROC;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-02-01";2003428339;PAGPROC;15898.52;
POUSO ALEGRE;POUSO ALEGRE;3159294;SERVICO DE DIAGNOSTICO POR IMAGEM SANTA PAULA LTDA;CLIN;"2025-01-01";2003214986;EMREVISAO;332.79;
DIAMANTINA;GOUVEIA;3795783;CLINICA MEDICA OLIVEIRA LOPES LTDA;CLIN;"2025-12-01";2003369858;PAGPROC;935.00;
